Date,AVUV
2019-09-26,44.864837646484375
2019-09-27,44.67896270751953
2019-09-30,44.78352355957031
2019-10-01,43.84693908691406
2019-10-02,43.216888427734375
2019-10-03,43.1900749206543
2019-10-04,43.53593063354492
2019-10-07,43.48678970336914
2019-10-08,42.69228744506836
2019-10-09,43.066741943359375
2019-10-10,43.20883560180664
2019-10-11,44.15704345703125
2019-10-14,43.918426513671875
2019-10-15,44.36528015136719
2019-10-16,44.50558090209961
2019-10-17,44.91311264038086
2019-10-18,44.788883209228516
2019-10-21,45.21785354614258
2019-10-22,45.502037048339844
2019-10-23,45.75764465332031
2019-10-24,45.62179946899414
2019-10-25,46.15264129638672
2019-10-28,46.52531814575195
2019-10-29,46.71656036376953
2019-10-30,46.20180130004883
2019-10-31,45.735286712646484
2019-11-01,46.615577697753906
2019-11-04,47.53608322143555
2019-11-05,47.77647399902344
2019-11-06,47.3841438293457
2019-11-07,47.6513557434082
2019-11-08,47.671016693115234
2019-11-11,47.46814727783203
2019-11-12,47.505699157714844
2019-11-13,47.10442352294922
2019-11-14,47.00344467163086
2019-11-15,47.1366081237793
2019-11-18,46.79431915283203
2019-11-19,46.61289978027344
2019-11-20,46.18302917480469
2019-11-21,46.08205032348633
2019-11-22,46.27149963378906
2019-11-25,47.15089797973633
2019-11-26,46.98377990722656
2019-11-27,47.15984344482422
2019-11-29,46.83631896972656
2019-12-02,46.41539764404297
2019-12-03,45.979286193847656
2019-12-04,46.40467071533203
2019-12-05,46.5691032409668
2019-12-06,47.2867317199707
2019-12-09,47.35912322998047
2019-12-10,47.30729293823242
2019-12-11,47.44850158691406
2019-12-12,48.28587341308594
2019-12-13,47.76753616333008
2019-12-16,48.16432571411133
2019-12-17,48.57990264892578
2019-12-18,48.72378158569336
2019-12-19,48.72467803955078
2019-12-20,48.663909912109375
2019-12-23,48.664798736572266
2019-12-24,48.69799041748047
2019-12-26,48.697105407714844
2019-12-27,48.37953186035156
2019-12-30,48.41631317138672
2019-12-31,48.67646026611328
2020-01-02,48.39208984375
2020-01-03,48.23957824707031
2020-01-06,48.18217086791992
2020-01-07,48.0449104309082
2020-01-08,47.86101531982422
2020-01-09,47.67620086669922
2020-01-10,47.30839157104492
2020-01-13,47.61699676513672
2020-01-14,47.780269622802734
2020-01-15,47.61699676513672
2020-01-16,48.28264617919922
2020-01-17,48.06016540527344
2020-01-21,47.286865234375
2020-01-22,47.14601516723633
2020-01-23,47.25006866455078
2020-01-24,46.523441314697266
2020-01-27,45.637107849121094
2020-01-28,46.01119613647461
2020-01-29,45.663124084472656
2020-01-30,45.59315490722656
2020-01-31,44.416168212890625
2020-02-03,44.69695281982422
2020-02-04,45.27289581298828
2020-02-05,46.496524810791016
2020-02-06,46.202274322509766
2020-02-07,45.51958465576172
2020-02-10,45.422691345214844
2020-02-11,45.9627571105957
2020-02-12,46.394248962402344
2020-02-13,46.36375045776367
2020-02-14,46.03271484375
2020-02-18,45.6595344543457
2020-02-19,46.100006103515625
2020-02-20,46.36733627319336
2020-02-21,45.746551513671875
2020-02-24,44.05103302001953
2020-02-25,42.30708312988281
2020-02-26,41.40727996826172
2020-02-27,39.9181022644043
2020-02-28,39.409454345703125
2020-03-02,40.27964782714844
2020-03-03,39.117897033691406
2020-03-04,39.9871826171875
2020-03-05,37.94987869262695
2020-03-06,37.10750961303711
2020-03-09,32.726078033447266
2020-03-10,33.82951736450195
2020-03-11,31.658550262451172
2020-03-12,28.115013122558594
2020-03-13,30.60894012451172
2020-03-16,26.724512100219727
2020-03-17,28.03427505493164
2020-03-18,24.67015266418457
2020-03-19,26.21406364440918
2020-03-20,25.07564353942871
2020-03-23,24.643247604370117
2020-03-24,27.276325225830078
2020-03-25,27.726585388183594
2020-03-26,29.04132080078125
2020-03-27,27.680652618408203
2020-03-30,28.023744583129883
2020-03-31,28.03274917602539
2020-04-01,26.14168930053711
2020-04-02,26.376718521118164
2020-04-03,25.68243408203125
2020-04-06,27.888671875
2020-04-07,28.510019302368164
2020-04-08,29.896791458129883
2020-04-09,31.418655395507812
2020-04-13,30.437097549438477
2020-04-14,30.560468673706055
2020-04-15,28.964778900146484
2020-04-16,28.5550479888916
2020-04-17,30.177757263183594
2020-04-20,29.576215744018555
2020-04-21,29.07914161682129
2020-04-22,29.27364158630371
2020-04-23,29.824758529663086
2020-04-24,30.1939640045166
2020-04-27,31.797771453857422
2020-04-28,32.643348693847656
2020-04-29,34.984657287597656
2020-04-30,33.78699493408203
2020-05-01,32.03099822998047
2020-05-04,32.08502960205078
2020-05-05,31.841896057128906
2020-05-06,31.193531036376953
2020-05-07,31.760847091674805
2020-05-08,33.50423049926758
2020-05-11,32.81443786621094
2020-05-12,31.40064811706543
2020-05-13,29.977846145629883
2020-05-14,30.229984283447266
2020-05-15,30.590198516845703
2020-05-18,33.33672332763672
2020-05-19,32.517276763916016
2020-05-20,33.64290237426758
2020-05-21,33.86802673339844
2020-05-22,33.82300567626953
2020-05-26,35.55198669433594
2020-05-27,37.316959381103516
2020-05-28,35.91217803955078
2020-05-29,35.452919006347656
2020-06-01,35.894168853759766
2020-06-02,36.55154037475586
2020-06-03,38.07339859008789
2020-06-04,38.88385009765625
2020-06-05,40.90279006958008
2020-06-08,42.41382598876953
2020-06-09,40.939697265625
2020-06-10,39.000919342041016
2020-06-11,35.407894134521484
2020-06-12,36.668609619140625
2020-06-15,37.235923767089844
2020-06-16,38.37055969238281
2020-06-17,37.343994140625
2020-06-18,37.2125244140625
2020-06-19,36.75865173339844
2020-06-22,36.88472366333008
2020-06-23,36.96333694458008
2020-06-24,35.37311935424805
2020-06-25,35.833927154541016
2020-06-26,34.65571594238281
2020-06-29,36.07786560058594
2020-06-30,36.60192108154297
2020-07-01,35.716461181640625
2020-07-02,36.02366256713867
2020-07-06,36.54771041870117
2020-07-07,35.5628776550293
2020-07-08,35.91523742675781
2020-07-09,34.73974609375
2020-07-10,35.815860748291016
2020-07-13,35.472503662109375
2020-07-14,36.11402130126953
2020-07-15,37.74940490722656
2020-07-16,37.59580612182617
2020-07-17,37.261497497558594
2020-07-20,36.75551986694336
2020-07-21,38.02046203613281
2020-07-22,37.93010711669922
2020-07-23,38.34572982788086
2020-07-24,37.94094467163086
2020-07-27,38.074676513671875
2020-07-28,37.74940490722656
2020-07-29,38.616783142089844
2020-07-30,38.110809326171875
2020-07-31,37.586769104003906
2020-08-03,38.21019744873047
2020-08-04,38.57160186767578
2020-08-05,39.46611022949219
2020-08-06,39.32154083251953
2020-08-07,40.20699691772461
2020-08-10,41.155696868896484
2020-08-11,41.390625
2020-08-12,41.688785552978516
2020-08-13,41.19636535644531
2020-08-14,41.562278747558594
2020-08-17,41.41771697998047
2020-08-18,40.77621841430664
2020-08-19,40.75362777709961
2020-08-20,40.24314498901367
2020-08-21,39.89979553222656
2020-08-24,40.974998474121094
